,strDrink,dateModified,idDrink,strAlcoholic,strCategory,strDrinkThumb,strGlass,strIBA,strIngredient1,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strInstructions,strMeasure1,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strVideo
428,Raspberry Cooler,42250.22623,17167,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg,Highball glass,,Raspberry vodka,,,,,,,Lemon-lime soda,Ice,,,,,,,Pour the raspberry vodka and soda into a highball glass almost filled with ice count. Stir well.,2 oz ,,,,,,,4 oz ,"
","
","
","
","
","
",,
429,Red Snapper,42984.95999,14087,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/7p607y1504735343.jpg,Old-fashioned glass,,Crown Royal,,,,,,,Amaretto,Cranberry juice,,,,,,,"One shot each, shake n shoot",1 shot ,,,,,,,1 shot ,1 shot , , , , , ,,
430,Rose,42980.7484,17208,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/8kxbvq1504371462.jpg,Cocktail glass,Contemporary Classics,Dry Vermouth,,,,,,,Gin,Apricot brandy,Lemon juice,Grenadine,Powdered sugar,,,,"Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",0.5 oz ,,,,,,,1 oz ,0.5 oz ,0.5 tsp ,1 tsp ,,,,,
431,Royal Bitch,42249.714,17122,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/qupuyr1441210090.jpg,Shot glass,,Frangelico,,,,,,,Crown Royal,,,,,,,,Into a shot glass layer the Crown Royal on top of the Frangelico.,1 part ,,,,,,,1 part , , , , , ,,,
432,Royal Fizz,42980.97001,12055,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wrh44j1504390609.jpg,Collins glass,,Gin,,,,,,,Sweet and sour,Egg,Coca-Cola,,,,,,Shake all ingredients (except cola) with ice and strain into a chilled collins glass. Fill with cola and serve.,1 oz ,,,,,,,2 oz ,1 whole ,"
","
","
","
","
","
",
433,Royal Flush,42986.73295,15082,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/7rnm8u1504888527.jpg,Old-fashioned glass,,Crown Royal,,,,,,,Peach schnapps,Chambord raspberry liqueur,Cranberry juice,,,,,,Pour all the ingredients into tumbler over ice. Strain into glass.,0.5 oz ,,,,,,,1 oz ,0.5 oz ,1 oz , , , , , ,
434,Royal Gin Fizz,42984.9638,12057,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/pe1x1c1504735672.jpg,Highball glass,,Gin,,,,,,,Lemon,Powdered sugar,Egg,Carbonated water,,,,,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice count. Fill with carbonated water, stir, and serve.",2 oz ,"
",,,,,,0.5 count,1 tsp ,1 whole ,"
","
","
","
","
",
435,Ruby Tuesday,42253.68793,17114,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/qsyqqq1441553437.jpg,Highball glass,,Gin,,,,,,,Cranberry juice,Grenadine,,,,,,,Pour gin and cranberry into a highball filled with ice count. Add grenadine and stir.,2 oz ,,,,,,,5 oz ,2 splashes , , , , , ,,
436,Rum Cobbler,42980.97087,12067,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/5vh9ld1504390683.jpg,Old-fashioned glass,,Sugar,,,,,,,Club soda,Lemon,Dark rum,Maraschino cherry,Orange,,,,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the rum. Stir well. Garnish with the cherry and the orange and lemon slices.",1 tsp superfine , , ,,,,,3 oz ,1,2 oz ,1,1, , , ,
437,Rum Cooler,42986.73465,12071,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/2hgwsb1504888674.jpg,Collins glass,,Rum,,,,,,,Lemon-lime soda,Lemon,,,,,,,Pour the rum and soda into a collins glass almost filled with ice count. Stir well and garnish with the lemon wedge.,2 oz light or dark ,,,,,,,4 oz ,1, , , , , ,,
438,Rum Milk Punch,42986.73623,12087,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/w64lqm1504888810.jpg,Collins glass,,Light rum,,,,,,,Milk,Powdered sugar,Nutmeg,,,,,,Shake all ingredients (except nutmeg) with ice and strain into a collins glass. Sprinkle nutmeg on top and serve.,2 oz ,,,,,,,1 cup ,1 tsp ,"0.2 tsp
","
","
","
","
","
",
439,Rum Old-fashioned,42985.94733,12089,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/otn2011504820649.jpg,Old-fashioned glass,,Light rum,,,,,,,151 proof rum,Powdered sugar,Bitters,Water,Lime peel,,,,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice count and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.",0.5 oz , , ,,,,,1 tsp ,0.5 tsp ,1 dash ,1 tsp ,Twist of , , , ,
440,Rum Punch,42253.70067,14978,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/wyrsxu1441554538.jpg,Punch bowl,,Rum,,,,,,,Ginger ale,Fruit punch,Orange juice,Ice,,,,,Mix all ingredients in a punch bowl and serve.,mikey bottle , ,,,,,,1 bottle ,355 ml frozen ,355 ml frozen ,fill, , , , ,
441,Rum Runner,42986.73677,16250,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/vqws6t1504888857.jpg,Cocktail glass,,Malibu rum,,,,,,,Blackberry brandy,Orange juice,Pineapple juice,Cranberry juice,,,,,Mix all ingredients in glass & add ice.,0.5 oz , ,,,,,,1 oz ,3 oz ,3 oz ,3 oz , , , , ,
442,Rum Screwdriver,42986.70801,12091,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/pwl7v81504886372.jpg,Highball glass,,Light rum,,,,,,,Orange juice,,,,,,,,"Pour rum into a highball glass over ice count. Add orange juice, stir, and serve.",0.5 oz ,,,,,,,5 oz , , , , , ,,,
443,Rum Sour,42986.70745,12093,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/bylfi21504886323.jpg,Whiskey sour glass,,Light rum,,,,,,,Lemon juice,Sugar,Orange,Maraschino cherry,,,,,"In a shaker half-filled with ice count, combine the rum, lemon juice, and sugar. Shake well. Strain into a sour glass and garnish with the orange slice and the cherry.",2 oz , ,,,,,,1 oz ,0.5 tsp superfine ,1,1, , , , ,
444,Rum Toddy,42986.70701,12097,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/athdk71504886286.jpg,Old-fashioned glass,,Rum,,,,,,,Powdered sugar,Lemon peel,Water,,,,,,Dissolve powdered sugar in water in an old-fashioned glass. Add rum and one ice cube and stir. Add the twist of lemon peel and serve.,2 oz light or dark ,,,,,,,2 tsp ,1 twist of ,2 tsp , , , , , ,
445,Russian Spring Punch,42980.77185,17214,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg,Highball glass,New Era Drinks,Vodka,,,,,,,Creme de Cassis,Sugar Syrup,Lemon Juice,,,,,,"Pour the ingredients into an highball glass, top with Sparkling wine.",2.5 cl,,,,,,,1.5 cl,1 cl,2.5 cl,, , ,,,
446,Rusty Nail,42678.40951,12101,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/yqsvtw1478252982.jpg,Old-fashioned glass,Unforgettables,Scotch,,,,,,,Drambuie,Lemon peel,,,,,,,Pour the Scotch and Drambuie into an old-fashioned glass almost filled with ice count. Stir well. Garnish with the lemon twist.,0.5 oz ,,,,,,,0.5 oz ,1 twist of , , , , , ,,
447,Salty Dog,42986.7525,12107,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg,Highball glass,,Grapefruit juice,,,,,,,Gin,Salt,,,,,,,"Pour all ingredients over ice count in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",5 oz ,,,,,,,0.5 oz ,0.25 tsp , , , , , ,,
448,San Francisco,42986.74955,15184,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg,Highball glass,,Vodka,,,,,,,Creme de Banane,Grenadine,Orange juice,,,,,,"Take a tall glass and put in a few ice count, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",2 cl ,,,,,,,2 cl ,"
", , , , , ,,
449,Sangria #1,42250.16759,13020,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg,Pitcher,,Red wine,,,,,,,Sugar,Orange juice,Lemon juice,Cloves,Cinnamon,,,,Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,1 bottle , ,,,,,,0.5 cup ,1 cup ,1 cup ,4 count, , , , ,
450,Sangria - The World's Best,42570.47991,13026,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/vysywu1468924264.jpg,Pitcher,,Red wine,,,,,,,Sugar,Lemon,Orange,Apple,Brandy,Soda water,,,"Mix wine, sugar and fruit, and let sit in the fridge for 18-24 hours. The mixture will have a somewhat syrupy consistency. Before serving stir in brandy and cut the mixture with soda water until it have a thinner, more wine like consistency. Serve from a pitcher in wine glasses.",500ml,"
","
","
",,,,1 cup ,1 count ,1 count ,1 count ,3 oz plain ,"
","
","
",
451,Sazerac,42234.63435,12127,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vvpxwy1439907208.jpg,Old-fashioned glass,Unforgettables,Ricard,,,,,,,Sugar,Peychaud bitters,Water,Bourbon,Lemon peel,,,,"Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.",1 tsp , , ,,,,,0.5 tsp superfine ,2 dashes ,1 tsp ,2 oz ,1 twist of , , , ,
452,Scooter,42737.84615,12130,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg,Cocktail glass,,Brandy,,,,,,,Amaretto,Light cream,,,,,,,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.",1 oz ,,,,,,,1 oz ,1 oz , , , , , ,,
453,Scotch Cobbler,42984.97022,12138,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/1q7coh1504736227.jpg,Old-fashioned glass,,Scotch,,,,,,,Brandy,Curacao,Orange,Mint,,,,,"Pour scotch, brandy, and curacao over ice in an old-fashioned glass. Add the orange slice, top with the mint sprig, and serve.",2 oz , ,,,,,,4 dashes ,4 dashes ,1 slice ,1, , , , ,
454,Scotch Sour,42986.75505,12158,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,Whiskey sour glass,,Scotch,,,,,,,Lime,Powdered sugar,Lemon,Cherry,,,,,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 0.5 slice lemon, top with the cherry, and serve.",0.5 oz , ,,,,,,0.5 count,0.5 tsp ,0.5 slice ,1, , , , ,
455,Scottish Highland Liqueur,42250.21575,12854,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/upqvvp1441253441.jpg,Collins Glass,,Johnnie Walker,,,,,,,Honey,Angelica root,Fennel seeds,Lemon peel,,,,,"Combine all ingreds in aging container. Cover tightly and shake gently several times during the first 24 hrs. After 24 hrs, remove the lemon zest. Cover again and let stand in a cool, dark place for 2 weeks, shaking gently every other day. Strain through a wire sieve to remove the angelica root and fennel. Return to aging container, cover and let stand undisturbed in a cool dark place for 6 months. Siphon or pour clear liqueur into a sterile bottle. The cloudy dregs may be saved for cooking.",1 fifth , ,,,,,,0.5 cup mild ,2 tsp dried and chopped ,0.25 tsp crushed ,2 2 inch strips , , , , ,
456,Screaming Orgasm,42980.94757,13625,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/x894cs1504388670.jpg,Cocktail glass,,Vodka,,,,,,,Bailey's irish cream,Kahlua,,,,,,,"Pour first vodka, then Bailey's, then Kahlua into a cocktail glass over crushed ice. Stir. Caution: use only high quality vodka. Cheap vodka can cause the Bailey's to curdle. Test your brand of vodka by mixing 1 Tsp each of vodka and Bailey's first.",1 oz ,,,,,,,0.5 oz ,0.5 oz , , , , , ,,
457,Screwdriver,42980.52554,12162,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg,Highball glass,Unforgettables,Vodka,,,,,,,Orange juice,,,,,,,,Mix in a highball glass with ice. Garnish and serve.,2 oz ,,,,,,,,,,,,,,,
458,Sea breeze,42980.74956,13377,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,Highball glass,Contemporary Classics,Vodka,,,,,,,Cranberry juice,Grapefruit juice,,,,,,,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,0.5 oz ,,,,,,,4 oz ,1 oz , , , , , ,,
459,Sex on the Beach,42572.42552,12754,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/twsvwr1469092365.jpg,Highball glass,Contemporary Classics,Vodka,,,,,,,Peach schnapps,Cranberry juice,Grapefruit juice,,,,,,Build all ingredients in a highball glass filled with ice. Garnish with orange slice.,1 oz ,,,,,,,0.75 oz ,, , , , , ,,
460,Shanghai Cocktail,42684.98007,12186,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ttyrxr1478820678.jpg,Cocktail glass,,Light rum,,,,,,,Anisette,Grenadine,Lemon,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",1 oz Jamaican ,,,,,,,1 tsp ,0.5 tsp ,0.25 count, , , , , ,
461,Shark Attack,42985.63029,16273,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg,Pitcher,,Lemonade,,,,,,,Water,Vodka,,,,,,,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 0.33 cans of water do so. Mix into pitcher. Add 1 0.5 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,1 can ,,,,,,,3 cans ,0.5 cup , , , , , ,,
462,Sherry Eggnog,42684.97848,12188,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg,Collins glass,,Sherry,,,,,,,Powdered sugar,Egg,Milk,Nutmeg,,,,,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.",2 oz cream ,,,,,,,1 tsp ,1 whole ,"
", , , , , ,
463,Sherry Flip,42684.97718,12190,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg,Whiskey sour glass,,Sherry,,,,,,,Light cream,Powdered sugar,Egg,Nutmeg,,,,,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,0.5 oz cream ,"
",,,,,,2 tsp ,1 tsp ,1 whole ,"
","
","
","
","
",
464,Shot-gun,42971.39795,16985,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,Shot glass,,Jim Beam,,,,,,,Jack Daniels,Wild Turkey,,,,,,,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,1 part ,,,,,,,1 part ,1 oz , , , , , ,,
465,Sidecar,42234.63023,12196,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/stwxuq1439906852.jpg,Cocktail glass,Unforgettables,Cognac,,,,,,,Cointreau,Lemon juice,,,,,,,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,2 oz ,,,,,,,0.5 oz ,1 oz , , , , , ,,
466,Sidecar Cocktail,42985.94477,12198,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ewjxui1504820428.jpg,Cocktail glass,,Brandy,,,,,,,Triple sec,Lemon,,,,,,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",1 oz ,,,,,,,0.5 oz ,0.25 count, , , , , ,,
467,Singapore Sling,42234.6237,12214,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tvtrrt1439906288.jpg,Hurricane glass,Contemporary Classics,Cherry brandy,,,,,,,Grenadine,Gin,Sweet and sour,Carbonated water,Cherry,,,,Pour all ingredients into cocktail shaker filled with ice count. Shake well. Strain into highball glass. Garnish with pineapple and cocktail cherry.,0.5 oz ,,,,,,,0.5 oz ,1 oz ,2 oz ,,,,,,
468,Sloe Gin Cocktail,42986.74458,12224,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/d7mo481504889531.jpg,Cocktail glass,,Sloe gin,,,,,,,Dry Vermouth,Orange bitters,,,,,,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",2 oz ,,,,,,,0.25 tsp ,1 dash , , , , , ,,
469,Smut,42980.68301,17141,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/rx8k8e1504365812.jpg,Beer mug,,Red wine,,,,,,,Peach schnapps,Pepsi Cola,Orange juice,,,,,,Throw it all together and serve real cold.,0.33 part ,,,,,,,1 shot ,0.33 part ,0.33 part , , , , , ,
470,Snake Bite (UK),42250.16127,13389,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/xuwpyu1441248734.jpg,Pint glass,,Lager,,,,,,,Cider,,,,,,,,Pour ingredients into a pint glass. Drink. Fall over.,0.5 pint ,,,,,,,0.5 pint sweet or dry , , , , , ,,,
471,Snakebite and Black,42250.16277,15789,Alcoholic,Beer,http://www.thecocktaildb.com/images/media/drink/rssvwv1441248863.jpg,Pint glass,,Lager,,,,,,,Cider,Blackcurrant squash,,,,,,,Put blackcurrant squash in first up to about 1cm in glass. Then add the larger and cider one after another.,0.5 pint ,,,,,,,0.5 pint ,1 dash , , , , , ,,
472,Snowball,42984.96083,14195,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/7ibfs61504735416.jpg,Highball glass,,Advocaat,,,,,,,Lemonade,Lemon,Ice,,,,,,Place one ice cube in the glass and add 1 0.5 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,0.5 oz ,,,,,,,9 oz cold ,1 slice ," count
","
","
","
","
","
",
473,Sol Y Sombra,42969.80536,12256,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg,Brandy snifter,,Brandy,,,,,,,Anisette,,,,,,,,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",0.5 oz ,,,,,,,0.5 oz , , , , , ,,,
474,Space Odyssey,42985.91485,15226,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg,Highball glass,,151 proof rum,,,,,,,Malibu rum,Pineapple juice,Orange juice,Grenadine,Cherries,,,,Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,1 shot Bacardi , ,,,,,,1 shot ,1 shot ,"
","
", , , , ,
475,Spanish chocolate,42786.62794,12750,Non alcoholic,Cocoa,http://www.thecocktaildb.com/images/media/drink/pra8vt1487603054.jpg,Coffee mug,,Milk,,,,,,,Chocolate,Cinnamon,Egg yolk,,,,,,"Stir the milk with the chocolate and the cinnamon over low heat until the chocolate dissolves. Add the eggs and beat the mixture until it becomes thick, taking care not to boil. Serve in coffee mug.",2 cups ,,,,,,,2 oz sweet ,0.5 tsp ,2 count, , , , , ,
476,Spiced Peach Punch,42570.48068,13032,Non alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/qxvypq1468924331.jpg,Collins Glass,,Peach nectar,,,,,,,Orange juice,Brown sugar,Cinnamon,Cloves,Lime juice,,,,"Combine peach nectar, orange juice and brown sugar in a large saucepan. Tie cinnamon and cloves in a small cheesecloth bag. Drop into saucepan. Heat slowly, stirring constantly, until sugar dissolves. Simmer 10 minutes. Stir in lime juice. Serve in hot mugs.",46 oz , , ,,,,,20 oz ,0.5 cup ,3 inch ,0.5 tsp ,2 tblsp , , , ,
477,Spiking coffee,42786.62008,12780,Non alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/isql6y1487602375.jpg,Coffee mug,,Coffee,,,,,,,Cinnamon,,,,,,,,"Incidentally, a pinch of cinnamon is indeed a nice addition to coffee but true heaven is a cardamom seed. Of course, you serve it in a coffee mug.","
",,,,,,, , , , , ,,,,
478,Spritz,42980.7739,17215,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/j9evx11504373665.jpg,Old-Fashioned glass,New Era Drinks,Prosecco,,,,,,,Campari,Soda Water,,,,,,,"Build into glass over ice, garnish and serve.",6 cl,,,,,,,4 cl,splash,,, , ,,,
479,Stinger,42980.52816,17193,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg,Cocktail glass,Unforgettables,Brandy,,,,,,,White Creme de Menthe,,,,,,,,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",0.5 oz ,,,,,,,0.5 oz , , , , , ,,,
480,Stone Sour,42614.41082,12308,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,Whiskey sour glass,,Apricot brandy,,,,,,,Orange juice,Sweet and sour,,,,,,,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",1 oz ,,,,,,,1 oz ,1 oz , , , , , ,,
481,Strawberry Daiquiri,42984.96917,12316,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/deu59m1504736135.jpg,Cocktail glass,,Strawberry schnapps,,,,,,,Light rum,Lime juice,Powdered sugar,Strawberries,,,,,Pour all ingredients into shaker with ice count. Shake well. Strain in chilled cocktail glass.,0.5 oz , ,,,,,,1 oz ,1 oz ,1 tsp ,1 oz , , , , ,
482,Strawberry Lemonade,42570.48177,13036,Non alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/spvvxp1468924425.jpg,Collins Glass,,Lemon,,,,,,,Sugar,Strawberries,Water,,,,,,Throw everything into a blender and mix until fairly smooth. Serve over ice.,1 count,,,,,,,1 tblsp ,9 count,1 cup , , , , , ,
483,Strawberry Margarita,42234.6124,12322,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/tqyrpw1439905311.jpg,Cocktail glass,,Strawberry schnapps,,,,,,,Tequila,Triple sec,Lemon juice,Strawberries,Salt,,,,"Rub rim of cocktail glass with lemon juice and dip rim in salt. Shake schnapps, tequila, triple sec, lemon juice, and strawberries with ice, strain into the salt-rimmed glass, and serve.",0.5 oz ,"
","
",,,,,1 oz ,0.5 oz ,1 oz ,1 oz ,"
","
","
","
",
484,Strawberry Shivers,42786.63199,12722,Non alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/9h1vvt1487603404.jpg,Highball glass,,Strawberries,,,,,,,Honey,Water,,,,,,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",0.5 cup ,,,,,,,4 tsp ,0.5 cup , , , , , ,,
485,Sunny Holiday Punch,42570.48563,13042,Optional alcohol,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/rywtwy1468924758.jpg,Punch bowl,,Pineapple juice,,,,,,,Club soda,Orange juice,Lemon,Berries,Champagne,,,,Combine all ingredients in a punch bowl.,46 oz chilled , , ,,,,,28 oz ,6 oz frozen ,1,2 cups ,1 bottle , , , ,
486,Surf City Lifesaver,42786.62383,12760,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/2rzfer1487602699.jpg,Highball glass,,Ouzo,,,,,,,Bailey's irish cream,Gin,Grand Marnier,,,,,,Lots of ice and soda top up in tall glass with cherry and a grin.,1 part ,,,,,,,1 part ,2 parts ,0.5 part , , , , , ,
487,Swedish Coffee,42250.13869,15521,Alcoholic,Coffee / Tea,http://www.thecocktaildb.com/images/media/drink/ywtrvt1441246783.jpg,Coffee Mug,,Coffee,,,,,,,Aquavit,Sugar,,,,,,,Pour the coffee in an ordinary coffee cup. Add the aquavit. Add sugar by taste. Stir and have a nice evening (morning),1 cup,,,,,,,4 cl ,By taste , , , , , ,,
488,Sweet Bananas,42786.63131,12724,Non alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,Highball Glass,,Milk,,,,,,,Banana,Honey,,,,,,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",2 cups ,,,,,,,1,1 tblsp , , , , , ,,
489,Sweet Sangria,42570.47949,13024,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg,Pitcher,,Red wine,,,,,,,Sugar,Water,Apple,Orange,Lime,Lemon,Fresca,,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",2 bottles ,"
","
","
",,,,1 cup ,2 cups hot ,1 cup ," counts
"," counts
","1 slice
","
","
",
490,Sweet Tooth,42971.40071,16990,Alcoholic,Milk / Float / Shake,http://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,Highball Glass,,Godiva liqueur,,,,,,,Milk,,,,,,,,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",2 shots ,,,,,,,"
","
","
","
","
","
",,,
